Engine_Size,Cylinders,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,Fuel_Consumption_Comb-1,CO2_Emissions,Fuel_Type_D,Fuel_Type_E,Fuel_Type_N,Fuel_Type_X,Fuel_Type_Z
3.2,6,14.9,10.2,12.8,22,294,False,False,False,True,False
2.0,4,9.7,6.7,8.3,34,191,False,False,False,False,True
2.4,4,10.8,7.4,9.3,30,214,False,False,False,False,True
1.5,4,6.0,6.1,6.1,46,140,False,False,False,False,True
3.5,6,12.7,9.1,11.1,25,255,False,False,False,False,True
3.5,6,12.1,8.7,10.6,27,244,False,False,False,False,True
3.5,6,11.9,7.7,10.0,28,230,False,False,False,False,True
3.5,6,8.0,7.5,7.7,37,177,False,False,False,False,True
2.4,4,9.6,6.6,8.3,34,191,False,False,False,False,True
3.5,6,11.2,6.9,9.2,31,212,False,False,False,False,True
3.5,6,11.2,7.5,9.6,29,221,False,False,False,False,True
1.8,4,9.7,6.9,8.4,34,193,False,False,False,False,True
5.9,12,18.0,12.6,15.6,18,359,False,False,False,False,True
6.0,12,16.8,10.9,14.2,20,327,False,False,False,False,True
4.7,8,17.4,11.3,14.7,19,338,False,False,False,False,True
4.7,8,18.1,12.3,15.5,18,356,False,False,False,False,True
4.7,8,17.4,11.3,14.7,19,338,False,False,False,False,True
4.7,8,18.1,12.3,15.5,18,356,False,False,False,False,True
6.0,12,19.5,12.8,16.5,17,379,False,False,False,False,True
4.7,8,17.4,11.3,14.7,19,338,False,False,False,False,True
4.7,8,18.1,12.3,15.5,18,356,False,False,False,False,True
6.0,12,17.6,11.4,14.8,19,340,False,False,False,False,True
1.8,4,10.0,7.1,8.7,32,200,False,False,False,False,True
2.0,4,7.6,5.5,6.5,43,177,True,False,False,False,False
2.0,4,9.8,7.2,8.6,33,198,False,False,False,False,True
2.0,4,10.1,7.5,8.9,32,205,False,False,False,False,True
2.0,4,9.9,7.6,8.9,32,205,False,False,False,False,True
2.0,4,11.0,7.8,9.6,29,221,False,False,False,False,True
2.0,4,10.6,7.3,9.1,31,209,False,False,False,False,True
2.0,4,11.2,8.4,9.9,28,228,False,False,False,False,True
2.0,4,11.0,7.8,9.6,29,221,False,False,False,False,True
2.0,4,10.6,7.3,9.1,31,209,False,False,False,False,True
2.0,4,11.3,8.0,9.8,29,225,False,False,False,False,True
2.0,4,12.0,8.1,10.3,27,237,False,False,False,False,True
3.0,6,12.8,8.6,10.9,26,251,False,False,False,False,True
3.0,6,9.8,6.2,8.1,35,217,True,False,False,False,False
3.0,6,13.1,8.5,11.0,26,253,False,False,False,False,True
3.0,6,9.8,6.2,8.1,35,217,True,False,False,False,False
3.0,6,12.6,8.0,10.5,27,242,False,False,False,False,True
4.0,8,12.9,8.0,10.7,26,246,False,False,False,False,True
3.0,6,9.8,6.5,8.4,34,224,True,False,False,False,False
3.0,6,12.6,8.0,10.5,27,242,False,False,False,False,True
4.0,8,13.2,8.3,11.0,26,258,False,False,False,False,True
6.3,12,17.8,10.8,14.6,19,344,False,False,False,False,True
3.0,6,9.8,6.5,8.4,34,224,True,False,False,False,False
2.0,4,12.0,8.2,10.3,27,237,False,False,False,False,True
2.0,4,11.9,8.4,10.3,27,237,False,False,False,False,True
2.0,4,12.0,8.5,10.4,27,239,False,False,False,False,True
3.0,6,13.2,9.2,11.4,25,262,False,False,False,False,True
3.0,6,10.2,7.8,9.0,31,244,True,False,False,False,False
2.0,4,9.8,7.9,8.9,32,205,False,False,False,False,True
3.0,6,15.2,11.0,13.3,21,306,False,False,False,False,True
3.0,6,12.4,8.7,10.7,26,290,True,False,False,False,False
4.2,8,17.3,10.4,14.2,20,327,False,False,False,False,True
4.2,8,20.5,11.7,16.6,17,382,False,False,False,False,True
5.2,10,18.2,10.6,14.8,19,347,False,False,False,False,True
5.2,10,19.9,12.0,16.4,17,377,False,False,False,False,True
4.2,8,17.3,10.4,14.2,20,327,False,False,False,False,True
4.2,8,20.5,11.7,16.6,17,382,False,False,False,False,True
5.2,10,18.2,10.6,14.8,19,347,False,False,False,False,True
5.2,10,19.9,12.0,16.4,17,377,False,False,False,False,True
4.2,8,14.9,10.1,12.8,22,294,False,False,False,False,True
4.2,8,14.8,10.6,12.9,22,297,False,False,False,False,True
4.0,8,16.6,9.4,13.3,21,313,False,False,False,False,True
2.0,4,10.1,7.7,9.0,31,207,False,False,False,False,True
3.0,6,13.0,8.5,11.0,26,253,False,False,False,False,True
3.0,6,13.8,9.0,11.7,24,269,False,False,False,False,True
3.0,6,13.0,8.5,11.0,26,253,False,False,False,False,True
3.0,6,13.8,9.0,11.7,24,269,False,False,False,False,True
3.0,6,13.3,9.1,11.4,25,262,False,False,False,False,True
4.0,8,14.0,8.7,11.7,24,269,False,False,False,False,True
4.0,8,14.0,8.7,11.7,24,269,False,False,False,False,True
4.0,8,14.6,8.8,11.9,24,281,False,False,False,False,True
3.0,6,14.1,9.9,12.2,23,281,False,False,False,False,True
2.0,4,10.4,7.6,9.1,31,209,False,False,False,False,True
2.0,4,10.4,7.7,9.2,31,212,False,False,False,False,True
2.0,4,11.7,8.4,10.2,28,235,False,False,False,False,True
2.0,4,11.7,8.5,10.2,28,235,False,False,False,False,True
4.0,8,16.1,9.4,13.1,22,307,False,False,False,False,True
6.0,12,18.9,11.2,15.4,18,354,False,False,False,False,True
4.0,8,17.7,10.3,14.4,20,337,False,False,False,False,True
6.0,12,19.6,11.7,16.0,18,368,False,False,False,False,True
4.0,8,17.6,10.1,14.2,20,327,False,False,False,False,True
4.0,8,17.7,10.0,14.2,20,334,False,False,False,False,True
6.0,12,20.3,11.9,16.5,17,388,False,False,False,False,True
6.8,8,22.3,13.3,18.2,16,419,False,False,False,False,True
2.0,4,10.4,7.1,8.9,32,205,False,False,False,False,True
2.0,4,10.0,6.5,8.4,34,193,False,False,False,False,True
2.0,4,10.7,6.9,9.0,31,207,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
2.0,4,10.3,6.7,8.7,32,200,False,False,False,False,True
2.0,4,10.0,6.5,8.4,34,193,False,False,False,False,True
2.0,4,10.7,6.9,9.0,31,207,False,False,False,False,True
2.0,4,10.3,6.7,8.7,32,200,False,False,False,False,True
2.0,4,7.6,5.5,6.7,42,181,True,False,False,False,False
2.0,4,7.6,5.5,6.7,42,181,True,False,False,False,False
2.0,4,10.0,6.5,8.4,34,193,False,False,False,False,True
2.0,4,10.7,6.9,9.0,31,207,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
3.0,6,11.4,7.4,9.6,29,221,False,False,False,False,True
3.0,6,11.5,7.8,9.8,29,225,False,False,False,False,True
3.0,6,11.9,7.8,10.0,28,230,False,False,False,False,True
3.0,6,12.0,8.3,10.3,27,237,False,False,False,False,True
3.0,6,11.9,7.8,10.0,28,230,False,False,False,False,True
2.0,4,10.4,7.1,8.9,32,205,False,False,False,False,True
2.0,4,10.0,6.5,8.4,34,193,False,False,False,False,True
2.0,4,10.7,6.9,9.0,31,207,False,False,False,False,True
2.0,4,10.4,7.1,8.9,32,205,False,False,False,False,True
2.0,4,10.9,6.8,9.0,31,207,False,False,False,False,True
2.0,4,11.2,7.5,9.6,29,221,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
3.0,6,11.8,7.6,9.9,29,228,False,False,False,False,True
3.0,6,11.4,7.4,9.6,29,221,False,False,False,False,True
3.0,6,11.5,7.8,9.8,29,225,False,False,False,False,True
3.0,6,11.4,7.4,9.6,29,221,False,False,False,False,True
3.0,6,12.1,8.1,10.3,27,237,False,False,False,False,True
3.0,6,11.9,7.8,10.0,28,230,False,False,False,False,True
3.0,6,12.0,8.3,10.3,27,237,False,False,False,False,True
3.0,6,11.9,7.8,10.0,28,230,False,False,False,False,True
2.0,4,10.4,7.1,8.9,32,205,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
3.0,6,9.2,6.3,7.9,36,213,True,False,False,False,False
3.0,6,12.1,8.1,10.3,27,237,False,False,False,False,True
3.0,6,12.8,8.9,11.0,26,253,False,False,False,False,True
4.4,8,14.4,9.7,12.3,23,283,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
3.0,6,12.1,8.1,10.3,27,237,False,False,False,False,True
3.0,6,12.1,8.1,10.3,27,237,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
4.4,8,14.4,9.7,12.3,23,283,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
3.0,6,10.2,7.1,8.8,32,238,True,False,False,False,False
3.0,6,12.1,8.1,10.3,27,237,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
6.0,12,18.7,11.6,15.5,18,356,False,False,False,False,True
3.0,6,9.7,7.5,8.7,32,200,False,False,False,False,True
3.0,6,10.6,7.9,9.4,30,216,False,False,False,False,True
3.0,6,10.6,7.7,9.3,30,214,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
4.4,8,15.2,9.8,12.8,22,294,False,False,False,False,True
3.0,6,11.8,8.1,10.2,28,235,False,False,False,False,True
3.0,6,12.3,9.0,10.8,26,248,False,False,False,False,True
3.0,6,11.8,8.1,10.2,28,235,False,False,False,False,True
3.0,6,11.9,8.5,10.4,27,239,False,False,False,False,True
3.0,6,11.9,7.8,10.0,28,230,False,False,False,False,True
3.0,6,14.2,9.6,12.1,23,278,False,False,False,False,True
3.0,6,13.7,9.0,11.6,24,267,False,False,False,False,True
3.0,6,14.1,9.7,12.1,23,278,False,False,False,False,True
3.0,6,14.1,9.0,11.8,24,271,False,False,False,False,True
3.0,6,14.1,9.7,12.1,23,278,False,False,False,False,True
3.0,6,13.7,9.0,11.6,24,267,False,False,False,False,True
4.4,8,17.3,11.5,14.7,19,338,False,False,False,False,True
4.4,8,16.1,10.8,13.7,21,315,False,False,False,False,True
4.4,8,17.3,11.5,14.7,19,338,False,False,False,False,True
4.4,8,16.1,10.8,13.7,21,315,False,False,False,False,True
4.4,8,17.3,11.5,14.7,19,338,False,False,False,False,True
4.4,8,16.1,10.8,13.7,21,315,False,False,False,False,True
4.4,8,17.3,11.5,14.7,19,338,False,False,False,False,True
4.4,8,16.1,10.8,13.7,21,315,False,False,False,False,True
2.0,4,10.6,7.2,9.1,31,209,False,False,False,False,True
3.0,6,13.2,8.9,11.2,25,258,False,False,False,False,True
2.0,4,8.6,6.9,7.9,36,213,True,False,False,False,False
2.0,4,11.1,8.4,9.9,29,228,False,False,False,False,True
3.0,6,12.7,8.8,10.9,26,251,False,False,False,False,True
2.0,4,11.7,8.4,10.2,28,235,False,False,False,False,True
3.0,6,12.7,8.8,10.9,26,251,False,False,False,False,True
4.4,8,16.6,12.1,14.6,19,336,False,False,False,False,True
3.0,6,9.9,7.2,8.7,32,235,True,False,False,False,False
3.0,6,13.0,8.9,11.1,25,255,False,False,False,False,True
4.4,8,16.1,10.9,13.8,20,317,False,False,False,False,True
4.4,8,16.6,12.1,14.6,19,336,False,False,False,False,True
3.0,6,13.0,8.9,11.1,25,255,False,False,False,False,True
4.4,8,16.1,10.9,13.8,20,317,False,False,False,False,True
2.0,4,10.7,7.1,9.1,31,209,False,False,False,False,True
2.0,4,10.7,6.9,9.0,31,207,False,False,False,False,True
3.0,6,13.7,10.0,12.1,23,278,False,False,False,False,True
3.0,6,12.7,9.0,11.0,26,253,False,False,False,False,True
3.0,6,13.7,10.0,12.1,23,278,False,False,False,False,True
3.6,6,14.2,9.9,12.3,23,283,False,False,False,True,False
3.6,6,14.6,10.2,12.6,22,290,False,False,False,True,False
1.4,4,9.5,7.2,8.5,33,196,False,False,False,True,False
1.4,4,10.2,8.0,9.2,31,212,False,False,False,True,False
3.6,6,13.7,8.6,11.4,25,262,False,False,False,True,False
3.6,6,18.7,12.4,15.8,18,253,False,True,False,False,False
3.6,6,13.9,9.1,11.7,24,269,False,False,False,True,False
3.6,6,18.6,12.6,15.9,18,254,False,True,False,False,False
2.4,4,9.6,6.5,8.2,34,189,False,False,False,True,False
2.0,4,11.4,7.9,9.8,29,225,False,False,False,False,True
2.0,4,11.6,7.6,9.8,29,225,False,False,False,False,True
2.0,4,12.4,8.7,10.7,26,246,False,False,False,False,True
2.4,4,9.6,6.5,8.2,34,189,False,False,False,True,False
2.0,4,11.4,7.9,9.8,29,225,False,False,False,False,True
2.0,4,11.6,7.6,9.8,29,225,False,False,False,False,True
2.4,4,11.1,7.4,9.4,30,216,False,False,False,True,False
2.0,4,11.1,7.9,9.7,29,223,False,False,False,False,True
2.0,4,12.2,7.9,10.3,27,237,False,False,False,False,True
2.5,4,11.1,7.2,9.3,30,214,False,False,False,True,False
3.6,6,12.8,8.4,10.8,26,248,False,False,False,True,False
2.0,4,11.5,8.5,10.2,28,235,False,False,False,False,True
3.6,6,12.8,8.9,11.0,26,253,False,False,False,True,False
2.0,4,11.5,7.9,9.9,29,228,False,False,False,False,True
3.6,6,12.8,8.2,10.7,26,246,False,False,False,True,False
2.0,4,12.3,8.5,10.6,27,244,False,False,False,False,True
3.6,6,12.8,8.9,11.0,26,253,False,False,False,True,False
3.6,6,15.1,9.9,12.7,22,292,False,False,False,False,True
6.2,8,16.2,11.4,14.0,20,322,False,False,False,False,True
6.2,8,15.9,11.1,13.8,20,317,False,False,False,False,True
6.2,8,16.8,11.7,14.5,19,334,False,False,False,False,True
6.2,8,16.4,11.7,14.3,20,329,False,False,False,False,True
3.6,6,14.2,9.8,12.3,23,283,False,False,False,True,False
3.6,6,14.8,10.4,12.8,22,294,False,False,False,True,False
3.6,6,13.6,8.6,11.3,25,260,False,False,False,True,False
3.6,6,13.7,8.9,11.6,24,267,False,False,False,True,False
3.6,6,14.8,9.9,12.6,22,290,False,False,False,False,True
3.6,6,13.3,8.8,11.3,25,260,False,False,False,True,False
3.6,6,14.0,8.4,11.5,25,265,False,False,False,True,False
6.2,8,15.3,9.8,12.8,22,294,False,False,False,False,True
6.2,8,15.0,9.9,12.7,22,292,False,False,False,False,True
3.6,6,12.6,7.9,10.5,27,242,False,False,False,True,False
6.2,8,18.1,12.3,15.5,18,357,False,False,False,False,True
6.2,8,19.9,13.0,16.8,17,386,False,False,False,False,True
6.2,8,16.6,12.4,14.7,19,338,False,False,False,False,True
2.0,4,9.7,9.0,9.4,30,216,False,False,False,True,False
2.5,4,11.9,8.8,10.5,27,242,False,False,False,True,False
2.5,4,12.2,9.1,10.8,26,248,False,False,False,True,False
3.6,6,13.0,9.2,11.3,25,260,False,False,False,True,False
2.5,4,12.7,9.5,11.3,25,260,False,False,False,True,False
3.6,6,13.5,9.8,11.8,24,271,False,False,False,True,False
6.2,8,14.6,8.1,11.7,24,269,False,False,False,False,True
6.2,8,13.7,8.2,11.2,25,258,False,False,False,False,True
6.2,8,17.7,10.2,14.3,20,329,False,False,False,False,True
6.2,8,15.7,10.6,13.4,21,308,False,False,False,False,True
1.4,4,9.1,6.3,7.8,36,179,False,False,False,True,False
1.4,4,9.0,6.2,7.8,36,179,False,False,False,True,False
1.8,4,10.5,6.8,8.8,32,202,False,False,False,True,False
1.8,4,9.4,6.6,8.1,35,186,False,False,False,True,False
2.0,4,8.7,5.1,7.1,40,192,True,False,False,False,False
1.4,4,9.0,6.1,7.7,37,177,False,False,False,True,False
1.4,4,8.4,5.6,7.1,40,163,False,False,False,True,False
2.4,4,10.5,7.3,9.1,31,209,False,False,False,True,False
2.4,4,10.5,7.3,9.1,31,209,False,False,False,True,False
2.4,4,15.6,10.8,13.4,21,214,False,True,False,False,False
3.6,6,14.2,9.5,12.1,23,278,False,False,False,True,False
2.4,4,11.5,8.2,10.0,28,230,False,False,False,True,False
2.4,4,11.5,8.2,10.0,28,230,False,False,False,True,False
2.4,4,16.3,11.6,14.2,20,227,False,True,False,False,False
3.6,6,14.8,9.9,12.6,22,290,False,False,False,True,False
4.8,8,21.0,14.2,18.0,16,414,False,False,False,True,False
6.0,8,22.0,14.9,18.8,15,432,False,False,False,True,False
6.0,8,22.0,14.9,18.8,15,432,False,False,False,True,False
6.0,8,30.3,20.5,25.9,11,414,False,True,False,False,False
4.8,8,21.3,14.3,18.1,16,416,False,False,False,True,False
6.0,8,22.2,15.1,19.0,15,437,False,False,False,True,False
6.0,8,22.2,15.1,19.0,15,437,False,False,False,True,False
6.0,8,30.6,20.6,26.1,11,418,False,True,False,False,False
2.5,4,10.6,7.5,9.2,31,212,False,False,False,True,False
3.6,6,12.5,8.2,10.6,27,244,False,False,False,True,False
3.6,6,17.0,11.5,14.5,19,232,False,True,False,False,False
2.0,4,11.4,7.9,9.8,29,225,False,False,False,False,True
2.5,4,9.3,6.4,8.0,35,184,False,False,False,True,False
4.3,6,13.4,9.9,11.9,24,274,False,False,False,True,False
4.3,6,19.3,14.3,17.1,17,274,False,True,False,False,False
5.3,8,14.6,10.3,12.7,22,292,False,False,False,True,False
5.3,8,19.9,13.8,17.2,16,275,False,True,False,False,False
6.2,8,16.1,11.4,14.0,20,322,False,False,False,False,True
4.3,6,14.1,10.6,12.5,23,288,False,False,False,True,False
4.3,6,20.3,15.2,18.0,16,288,False,True,False,False,False
5.3,8,14.9,10.7,13.0,22,299,False,False,False,True,False
5.3,8,20.2,14.3,17.5,16,280,False,True,False,False,False
6.2,8,16.3,11.6,14.2,20,327,False,False,False,False,True
1.4,4,9.0,6.8,8.0,35,184,False,False,False,True,False
1.4,4,8.5,6.2,7.5,38,173,False,False,False,True,False
1.8,4,9.6,6.7,8.3,34,191,False,False,False,True,False
1.8,4,9.0,6.8,8.0,35,184,False,False,False,True,False
1.4,4,9.4,7.0,8.3,34,191,False,False,False,True,False
1.4,4,8.9,6.9,8.0,35,184,False,False,False,True,False
1.4,4,9.0,6.8,8.0,35,184,False,False,False,True,False
1.4,4,8.5,6.2,7.5,38,173,False,False,False,True,False
1.8,4,9.6,6.7,8.3,34,191,False,False,False,True,False
1.8,4,9.0,6.8,8.0,35,184,False,False,False,True,False
1.4,4,9.4,7.0,8.3,34,191,False,False,False,True,False
1.4,4,8.9,6.9,8.0,35,184,False,False,False,True,False
1.2,4,7.7,6.1,7.0,40,161,False,False,False,True,False
1.2,4,7.5,6.0,6.8,42,156,False,False,False,True,False
5.3,8,14.9,10.1,12.7,22,292,False,False,False,True,False
5.3,8,20.2,13.6,17.2,16,275,False,True,False,False,False
5.3,8,15.4,10.8,13.3,21,306,False,False,False,True,False
5.3,8,22.1,15.4,19.1,15,306,False,True,False,False,False
5.3,8,14.9,10.1,12.7,22,292,False,False,False,True,False
5.3,8,20.2,13.6,17.2,16,275,False,True,False,False,False
5.3,8,15.1,10.4,13.0,22,299,False,False,False,True,False
5.3,8,20.5,14.0,17.6,16,282,False,True,False,False,False
3.6,6,14.2,9.9,12.3,23,283,False,False,False,True,False
3.6,6,14.6,10.2,12.6,22,290,False,False,False,True,False
1.4,4,9.2,7.0,8.2,34,189,False,False,False,True,False
1.4,4,9.1,6.9,8.1,35,186,False,False,False,True,False
1.4,4,9.7,7.6,8.7,32,200,False,False,False,True,False
2.4,4,10.2,6.4,8.5,33,196,False,False,False,True,False
2.4,4,10.2,6.4,8.5,33,196,False,False,False,True,False
2.4,4,13.6,8.5,11.3,25,181,False,True,False,False,False
3.6,6,12.4,7.5,10.2,28,235,False,False,False,True,False
3.6,6,12.4,7.5,10.2,28,235,False,False,False,True,False
3.6,6,16.5,10.1,13.6,21,218,False,True,False,False,False
3.6,6,12.8,8.1,10.7,26,246,False,False,False,True,False
3.6,6,12.8,8.1,10.7,26,246,False,False,False,True,False
3.6,6,16.9,10.8,14.1,20,226,False,True,False,False,False
3.6,6,12.4,7.7,10.3,27,237,False,False,False,True,False
3.6,6,12.4,7.7,10.3,27,237,False,False,False,True,False
3.6,6,16.8,10.3,13.9,20,222,False,True,False,False,False
5.7,8,14.8,9.3,12.3,23,283,False,False,False,True,False
3.6,6,12.8,8.6,10.9,26,251,False,False,False,True,False
3.6,6,12.8,8.6,10.9,26,251,False,False,False,True,False
3.6,6,17.3,11.7,14.8,19,237,False,True,False,False,False
3.6,6,14.1,9.5,12.0,24,276,False,False,False,True,False
3.6,6,19.7,13.3,16.8,17,269,False,True,False,False,False
3.6,6,12.4,7.8,10.3,27,237,False,False,False,True,False
5.7,8,15.6,10.0,13.1,22,301,False,False,False,True,False
6.4,8,16.8,10.4,13.9,20,320,False,False,False,False,True
5.7,8,14.8,9.3,12.3,23,283,False,False,False,True,False
6.4,8,15.7,9.5,12.9,22,297,False,False,False,False,True
6.4,8,16.8,10.4,13.9,20,320,False,False,False,False,True
6.4,8,15.7,9.5,12.9,22,297,False,False,False,False,True
6.2,8,18.0,10.7,14.7,19,338,False,False,False,False,True
6.2,8,18.1,11.4,15.1,19,347,False,False,False,False,True
3.6,6,13.7,8.9,11.5,25,264,False,False,False,True,False
3.6,6,13.7,8.9,11.5,25,264,False,False,False,True,False
3.6,6,18.7,12.4,15.9,18,254,False,True,False,False,False
3.6,6,12.4,7.7,10.3,27,237,False,False,False,True,False
3.6,6,12.4,7.7,10.3,27,237,False,False,False,True,False
3.6,6,16.8,10.3,13.9,20,222,False,True,False,False,False
5.7,8,15.7,9.6,12.9,22,297,False,False,False,True,False
5.7,8,14.8,9.3,12.3,23,283,False,False,False,True,False
3.6,6,12.8,8.6,10.9,26,251,False,False,False,True,False
3.6,6,12.8,8.6,10.9,26,251,False,False,False,True,False
3.6,6,17.3,11.7,14.8,19,237,False,True,False,False,False
5.7,8,16.1,10.0,13.4,21,308,False,False,False,True,False
6.4,8,15.7,9.5,12.9,22,297,False,False,False,False,True
6.2,8,18.0,10.7,14.7,19,338,False,False,False,False,True
2.0,4,9.4,6.5,8.1,35,186,False,False,False,True,False
2.0,4,9.9,7.0,8.6,33,198,False,False,False,True,False
2.0,4,13.3,9.3,11.5,25,184,False,True,False,False,False
2.4,4,10.1,6.8,8.6,33,198,False,False,False,True,False
2.4,4,10.5,6.7,8.8,32,202,False,False,False,True,False
2.4,4,10.6,7.5,9.2,31,212,False,False,False,True,False
2.4,4,10.2,7.0,8.8,32,202,False,False,False,True,False
1.4,4,8.4,5.9,7.3,39,168,False,False,False,True,False
1.4,4,8.5,5.8,7.3,39,168,False,False,False,True,False
3.6,6,13.9,9.8,12.1,23,278,False,False,False,True,False
3.6,6,17.7,13.0,15.6,18,250,False,True,False,False,False
5.7,8,17.3,11.5,14.7,19,338,False,False,False,True,False
3.6,6,13.7,9.4,11.8,24,271,False,False,False,True,False
3.6,6,19.2,13.1,16.4,17,262,False,True,False,False,False
2.4,4,12.7,9.1,11.1,25,255,False,False,False,True,False
3.6,6,14.2,9.4,12.1,23,278,False,False,False,True,False
3.6,6,18.9,12.9,16.2,17,259,False,True,False,False,False
3.6,6,14.5,9.9,12.4,23,285,False,False,False,True,False
8.4,10,19.4,11.3,15.8,18,363,False,False,False,False,True
1.4,4,8.7,6.9,7.9,36,182,False,False,False,True,False
1.4,4,7.9,6.3,7.2,39,166,False,False,False,True,False
1.4,4,8.7,6.9,7.9,36,182,False,False,False,True,False
1.4,4,7.6,5.9,6.8,42,156,False,False,False,True,False
1.4,4,9.6,7.3,8.6,33,198,False,False,False,True,False
1.4,4,8.5,6.9,7.8,36,179,False,False,False,True,False
1.4,4,9.6,7.3,8.6,33,198,False,False,False,True,False
1.4,4,8.5,6.9,7.8,36,179,False,False,False,True,False
1.4,4,9.6,7.3,8.6,33,198,False,False,False,True,False
1.4,4,8.5,6.9,7.8,36,179,False,False,False,True,False
1.4,4,10.6,7.8,9.4,30,216,False,False,False,True,False
1.4,4,9.9,7.2,8.7,32,200,False,False,False,True,False
1.4,4,9.3,7.1,8.3,34,191,False,False,False,True,False
2.0,4,5.6,6.4,6.0,47,138,False,False,False,True,False
2.0,4,11.5,7.8,9.8,29,225,False,False,False,True,False
2.0,4,11.3,7.9,9.8,29,225,False,False,False,True,False
3.5,6,13.2,9.0,11.3,25,260,False,False,False,True,False
2.0,4,11.8,8.4,10.3,27,237,False,False,False,True,False
3.5,6,13.7,9.6,11.8,24,271,False,False,False,True,False
2.7,6,13.6,9.8,11.9,24,274,False,False,False,True,False
1.6,4,10.4,7.4,9.0,31,207,False,False,False,True,False
2.0,4,10.9,8.0,9.6,29,221,False,False,False,True,False
2.5,4,10.9,7.6,9.5,30,218,False,False,False,True,False
1.6,4,10.6,8.0,9.4,30,216,False,False,False,True,False
2.0,4,11.4,8.4,10.1,28,232,False,False,False,True,False
3.5,6,16.2,11.8,14.2,20,327,False,False,False,True,False
3.5,6,16.4,12.0,14.4,20,331,False,False,False,True,False
2.0,4,11.9,8.5,10.4,27,239,False,False,False,True,False
3.5,6,13.7,9.7,11.9,24,274,False,False,False,True,False
3.5,6,18.6,13.0,16.1,18,258,False,True,False,False,False
3.5,6,14.9,10.7,13.0,22,299,False,False,False,True,False
3.5,6,14.2,10.3,12.5,23,288,False,False,False,True,False
3.5,6,19.2,14.1,16.9,17,270,False,True,False,False,False
2.7,6,12.2,9.2,10.8,26,248,False,False,False,True,False
3.5,6,13.7,9.9,12.0,24,276,False,False,False,True,False
3.5,6,13.2,9.6,11.5,25,264,False,False,False,True,False
3.5,6,17.9,13.0,15.7,18,251,False,True,False,False,False
5.0,8,15.5,10.6,13.3,21,306,False,False,False,True,False
5.0,8,20.7,14.3,17.9,16,286,False,True,False,False,False
2.7,6,13.3,10.4,12.0,24,276,False,False,False,True,False
3.5,6,14.2,10.4,12.5,23,288,False,False,False,True,False
3.5,6,13.9,10.5,12.4,23,285,False,False,False,True,False
3.5,6,18.9,14.2,16.8,17,269,False,True,False,False,False
5.0,8,16.0,11.3,13.9,20,320,False,False,False,True,False
5.0,8,21.7,15.1,18.7,15,299,False,True,False,False,False
1.6,4,8.7,6.4,7.6,37,175,False,False,False,True,False
1.6,4,8.5,6.5,7.6,37,175,False,False,False,True,False
1.0,3,7.5,5.5,6.6,43,152,False,False,False,True,False
1.6,4,8.4,6.2,7.4,38,170,False,False,False,True,False
1.6,4,8.9,6.8,8.0,35,184,False,False,False,True,False
3.5,6,13.3,9.5,11.6,24,267,False,False,False,True,False
3.5,6,13.7,10.1,12.1,23,278,False,False,False,True,False
3.5,6,14.6,10.4,12.8,22,294,False,False,False,True,False
1.0,3,8.1,5.9,7.1,40,163,False,False,False,True,False
2.0,4,10.2,7.3,8.9,32,205,False,False,False,True,False
2.0,4,8.9,6.2,7.7,37,177,False,False,False,True,False
2.0,4,11.9,8.5,10.4,27,166,False,True,False,False,False
2.0,4,9.1,6.3,7.8,36,179,False,False,False,True,False
2.0,4,12.2,8.6,10.6,27,170,False,True,False,False,False
2.0,4,9.3,6.7,8.1,35,186,False,False,False,True,False
2.0,4,12.4,9.1,10.9,26,174,False,True,False,False,False
1.5,4,9.9,6.5,8.4,34,193,False,False,False,True,False
1.5,4,9.4,6.3,8.0,35,184,False,False,False,True,False
2.0,4,10.5,7.0,8.9,32,205,False,False,False,True,False
2.5,4,10.6,7.0,8.9,32,205,False,False,False,True,False
2.0,4,10.8,7.5,9.3,30,214,False,False,False,True,False
2.0,4,5.4,5.8,5.5,51,126,False,False,False,True,False
2.3,4,11.0,7.4,9.4,30,216,False,False,False,True,False
2.3,4,10.6,7.5,9.2,31,212,False,False,False,True,False
3.7,6,12.6,8.5,10.7,26,246,False,False,False,True,False
3.7,6,13.5,8.3,11.2,25,258,False,False,False,True,False
